,INSTRUMENT,SYMBOL,EXPIRY_DT,OPTION_TYP,CLOSE,OPEN_INT,CHG_IN_OI
0,FUTSTK,GAIL,25-Jul-2024,XX,230.41,133905675,553575
1,FUTSTK,CHOLAFIN,25-Jul-2024,XX,1410.15,8419375,149375
2,FUTSTK,JINDALSTEL,25-Jul-2024,XX,1018.55,13918125,321250
3,FUTSTK,DRREDDY,25-Jul-2024,XX,6555.0,2869625,10375
4,FUTSTK,LT,25-Jul-2024,XX,3637.3,16310850,342300
5,FUTSTK,AUROPHARMA,25-Jul-2024,XX,1323.7,12614800,-176550
6,FUTSTK,ITC,25-Jul-2024,XX,459.9,118169600,7328000
7,FUTSTK,POLYCAB,25-Jul-2024,XX,6626.45,3934000,-288875
8,FUTSTK,UNITDSPR,25-Jul-2024,XX,1285.45,12878600,86100
9,FUTSTK,AARTIIND,25-Jul-2024,XX,704.35,11762000,-118000
10,FUTSTK,ULTRACEMCO,25-Jul-2024,XX,11591.5,2134500,-30500
11,FUTSTK,APOLLOHOSP,25-Jul-2024,XX,6400.15,1993375,-69625
12,FUTSTK,BHARTIARTL,25-Jul-2024,XX,1440.65,44318450,-223725
13,FUTSTK,HDFCBANK,25-Jul-2024,XX,1629.05,158737150,1355200
14,FUTSTK,DIVISLAB,25-Jul-2024,XX,4587.4,2554400,-94200
15,FUTSTK,MPHASIS,25-Jul-2024,XX,2566.75,4263325,-114125
16,FUTSTK,MOTHERSON,25-Jul-2024,XX,199.22,107259700,603500
17,FUTSTK,IDFCFIRSTB,25-Jul-2024,XX,78.56,412530000,1657500
18,FUTSTK,SYNGENE,25-Jul-2024,XX,724.8,6329000,417000
19,FUTSTK,MGL,25-Jul-2024,XX,1709.35,2337200,30000
20,FUTSTK,KOTAKBANK,25-Jul-2024,XX,1847.0,36932400,-229200
21,FUTSTK,BPCL,25-Jul-2024,XX,307.65,67296600,1333800
22,FUTSTK,LUPIN,25-Jul-2024,XX,1817.3,10430775,90525
23,FUTSTK,IPCALAB,25-Jul-2024,XX,1228.15,2429700,17550
24,FUTSTK,ICICIPRULI,25-Jul-2024,XX,655.75,10971000,-204000
25,FUTSTK,HCLTECH,25-Jul-2024,XX,1503.85,17341800,-750750
26,FUTSTK,CHAMBLFERT,25-Jul-2024,XX,497.4,10507000,-125400
27,FUTSTK,INDUSTOWER,25-Jul-2024,XX,394.7,88515600,-2961400
28,FUTSTK,PVRINOX,25-Jul-2024,XX,1466.25,4894175,124135
29,FUTSTK,CONCOR,25-Jul-2024,XX,1060.25,15806000,273000
30,FUTSTK,BAJAJ-AUTO,25-Jul-2024,XX,9484.3,2249625,-54750
31,FUTSTK,PETRONET,25-Jul-2024,XX,339.15,32313000,-87000
32,FUTSTK,SAIL,25-Jul-2024,XX,152.33,141596000,732000
33,FUTSTK,GODREJCP,25-Jul-2024,XX,1441.15,5819000,-16500
34,FUTSTK,MFSL,25-Jul-2024,XX,1033.65,4324000,-230400
35,FUTSTK,BOSCHLTD,25-Jul-2024,XX,35451.65,274125,1250
36,FUTSTK,ABB,25-Jul-2024,XX,8485.0,1346375,25625
37,FUTSTK,PEL,25-Jul-2024,XX,935.25,14276250,-348750
38,FUTSTK,SBILIFE,25-Jul-2024,XX,1561.85,8206125,-318750
39,FUTSTK,PFC,25-Jul-2024,XX,571.25,47684000,-838500
40,FUTSTK,COLPAL,25-Jul-2024,XX,3013.6,2768150,2100
41,FUTSTK,BALKRISIND,25-Jul-2024,XX,3154.55,2098500,300
42,FUTSTK,SRF,25-Jul-2024,XX,2391.25,4793250,19500
43,FUTSTK,LTIM,25-Jul-2024,XX,5431.25,3585600,108300
44,FUTSTK,MCX,25-Jul-2024,XX,3774.1,2533400,-27600
45,FUTSTK,PAGEIND,25-Jul-2024,XX,39261.45,168960,1185
46,FUTSTK,INDIGO,25-Jul-2024,XX,4330.05,7791600,-210000
47,FUTSTK,CROMPTON,25-Jul-2024,XX,425.45,23985000,410400
48,FUTSTK,POWERGRID,25-Jul-2024,XX,344.2,63421200,1486800
49,FUTSTK,HAVELLS,25-Jul-2024,XX,1926.35,7703000,-151000
50,FUTSTK,HINDPETRO,25-Jul-2024,XX,350.9,45665775,-330075
51,FUTSTK,M&M,25-Jul-2024,XX,2708.9,16719500,314650
52,FUTSTK,TATACOMM,25-Jul-2024,XX,1873.35,7045000,-48000
53,FUTSTK,ADANIENT,25-Jul-2024,XX,3091.75,16561800,49500
54,FUTSTK,BSOFT,25-Jul-2024,XX,694.25,13852000,-48000
55,FUTSTK,HINDALCO,25-Jul-2024,XX,698.4,40398400,-68600
56,FUTSTK,UBL,25-Jul-2024,XX,2059.35,2326400,41200
57,FUTSTK,SHREECEM,25-Jul-2024,XX,27778.9,263150,-2350
58,FUTSTK,PERSISTENT,25-Jul-2024,XX,4638.35,2097200,-400
59,FUTSTK,INDIAMART,25-Jul-2024,XX,2772.7,1060500,-55800
60,FUTSTK,PNB,25-Jul-2024,XX,119.9,245480000,128000
61,FUTSTK,IDEA,25-Jul-2024,XX,16.66,3945560000,36520000
62,FUTSTK,LICHSGFIN,25-Jul-2024,XX,791.65,27573000,-458000
63,FUTSTK,ABFRL,25-Jul-2024,XX,324.8,38279800,-520000
64,FUTSTK,OBEROIRLTY,25-Jul-2024,XX,1715.8,8017800,-24500
65,FUTSTK,NMDC,25-Jul-2024,XX,247.29,95116500,-1435500
66,FUTSTK,CANBK,25-Jul-2024,XX,114.33,274927500,2679750
67,FUTSTK,NATIONALUM,25-Jul-2024,XX,199.2,58563750,-1053750
68,FUTSTK,MANAPPURAM,25-Jul-2024,XX,213.6,47259000,3579000
69,FUTSTK,OFSS,25-Jul-2024,XX,10202.35,1857700,32000
70,FUTSTK,COFORGE,25-Jul-2024,XX,5583.55,2132700,62850
71,FUTSTK,M&MFIN,25-Jul-2024,XX,297.1,38402000,1078000
72,FUTSTK,EXIDEIND,25-Jul-2024,XX,563.6,26620200,172800
73,FUTSTK,TATAPOWER,25-Jul-2024,XX,442.35,88177950,-163350
74,FUTSTK,VEDL,25-Jul-2024,XX,449.4,133075700,4091700
75,FUTSTK,GNFC,25-Jul-2024,XX,687.0,6481800,-83200
76,FUTSTK,FEDERALBNK,25-Jul-2024,XX,193.48,92725000,2700000
77,FUTSTK,TATAMOTORS,25-Jul-2024,XX,1022.95,55898700,-2846250
78,FUTSTK,LTF,25-Jul-2024,XX,180.07,69120842,1325214
79,FUTSTK,TATACHEM,25-Jul-2024,XX,1063.9,11283800,347600
80,FUTSTK,IOC,25-Jul-2024,XX,175.18,157564875,12260625
81,FUTSTK,UPL,25-Jul-2024,XX,559.9,35118200,-443300
82,FUTSTK,AUBANK,25-Jul-2024,XX,634.8,25867000,-262000
83,FUTSTK,BERGEPAINT,25-Jul-2024,XX,524.2,20172240,0
84,FUTSTK,DLF,25-Jul-2024,XX,833.2,41647650,-301950
85,FUTSTK,PIIND,25-Jul-2024,XX,3867.7,1684000,-27000
86,FUTSTK,GUJGASLTD,25-Jul-2024,XX,640.4,8662500,-76250
87,FUTSTK,TATACONSUM,25-Jul-2024,XX,1136.1,11028150,468000
88,FUTSTK,IGL,25-Jul-2024,XX,531.6,12731125,70125
89,FUTSTK,LTTS,25-Jul-2024,XX,4938.85,1078900,23500
90,FUTSTK,ICICIGI,25-Jul-2024,XX,1877.95,4280000,-24500
91,FUTSTK,WIPRO,25-Jul-2024,XX,536.15,58521000,493500
92,FUTSTK,TCS,25-Jul-2024,XX,3933.8,19763275,1872850
93,FUTSTK,ASTRAL,25-Jul-2024,XX,2340.2,2883886,-64592
94,FUTSTK,PIDILITIND,25-Jul-2024,XX,3155.8,2214750,-2250
95,FUTSTK,BANDHANBNK,25-Jul-2024,XX,197.68,90627600,-1159200
96,FUTSTK,CANFINHOME,25-Jul-2024,XX,877.15,5871450,111150
97,FUTSTK,TRENT,25-Jul-2024,XX,5643.1,3163400,-20600
98,FUTSTK,SBIN,25-Jul-2024,XX,858.8,94484250,-1386750
99,FUTSTK,SHRIRAMFIN,25-Jul-2024,XX,2736.0,7770600,342000
100,FUTSTK,CUB,25-Jul-2024,XX,163.17,26110000,320000
101,FUTSTK,TITAN,25-Jul-2024,XX,3254.25,9186450,-163450
102,FUTSTK,RAMCOCEM,25-Jul-2024,XX,798.05,9707850,357850
103,FUTSTK,HDFCLIFE,25-Jul-2024,XX,635.15,29873800,-1063700
104,FUTSTK,DALBHARAT,25-Jul-2024,XX,1871.6,3182300,-40975
105,FUTSTK,ESCORTS,25-Jul-2024,XX,4004.35,1331000,55825
106,FUTSTK,MUTHOOTFIN,25-Jul-2024,XX,1839.7,4329050,-9900
107,FUTSTK,CIPLA,25-Jul-2024,XX,1508.25,10326550,5850
108,FUTSTK,SUNPHARMA,25-Jul-2024,XX,1579.25,16857050,66850
109,FUTSTK,BANKBARODA,25-Jul-2024,XX,257.75,157113450,-1184625
110,FUTSTK,TVSMOTOR,25-Jul-2024,XX,2477.9,4973500,-110950
111,FUTSTK,BHARATFORG,25-Jul-2024,XX,1642.65,8051500,183000
112,FUTSTK,INDIACEM,25-Jul-2024,XX,305.8,13688000,-1374600
113,FUTSTK,HDFCAMC,25-Jul-2024,XX,4196.6,2543550,-300
114,FUTSTK,SIEMENS,25-Jul-2024,XX,7806.7,1746300,-10800
115,FUTSTK,BRITANNIA,25-Jul-2024,XX,5769.0,2488000,-164400
116,FUTSTK,SBICARD,25-Jul-2024,XX,735.75,19303200,606400
117,FUTSTK,INFY,25-Jul-2024,XX,1652.5,52682800,2042400
118,FUTSTK,ZYDUSLIFE,25-Jul-2024,XX,1169.5,16160400,745200
119,FUTSTK,ATUL,25-Jul-2024,XX,6844.0,892500,7300
120,FUTSTK,BEL,25-Jul-2024,XX,337.0,118765200,-3531150
121,FUTSTK,LAURUSLABS,25-Jul-2024,XX,473.3,18552100,173400
122,FUTSTK,ASIANPAINT,25-Jul-2024,XX,3021.3,12255200,-159200
123,FUTSTK,HAL,25-Jul-2024,XX,5571.05,12532800,-187800
124,FUTSTK,NAUKRI,25-Jul-2024,XX,6637.8,1131300,31650
125,FUTSTK,ASHOKLEY,25-Jul-2024,XX,227.3,88920000,-2030000
126,FUTSTK,BHEL,25-Jul-2024,XX,333.2,71208375,-4381125
127,FUTSTK,BALRAMCHIN,25-Jul-2024,XX,445.55,9198400,-1115200
128,FUTSTK,IEX,25-Jul-2024,XX,177.94,69135000,-1005000
129,FUTSTK,ABCAPITAL,25-Jul-2024,XX,227.37,67780800,507600
130,FUTSTK,RELIANCE,25-Jul-2024,XX,3174.7,28873500,1291500
131,FUTSTK,IRCTC,25-Jul-2024,XX,1033.45,20125000,-322875
132,FUTSTK,NTPC,25-Jul-2024,XX,378.4,103018500,3567000
133,FUTSTK,COROMANDEL,25-Jul-2024,XX,1591.35,4042500,15400
134,FUTSTK,GRANULES,25-Jul-2024,XX,516.55,10882000,2000
135,FUTSTK,ADANIPORTS,25-Jul-2024,XX,1488.55,28411200,124800
136,FUTSTK,DEEPAKNTR,25-Jul-2024,XX,2765.05,2277000,-140700
137,FUTSTK,APOLLOTYRE,25-Jul-2024,XX,527.95,14924300,-187000
138,FUTSTK,GODREJPROP,25-Jul-2024,XX,3297.4,3259575,37125
139,FUTSTK,DABUR,25-Jul-2024,XX,627.6,17548750,-38750
140,FUTSTK,MARICO,25-Jul-2024,XX,645.75,13461600,-176400
141,FUTSTK,DIXON,25-Jul-2024,XX,12672.55,1882800,42500
142,FUTSTK,LALPATHLAB,25-Jul-2024,XX,2949.3,1128000,-17700
143,FUTSTK,MARUTI,25-Jul-2024,XX,12737.45,2975900,-46400
144,FUTSTK,NESTLEIND,25-Jul-2024,XX,2586.65,6167800,74800
145,FUTSTK,COALINDIA,25-Jul-2024,XX,502.35,51258900,409500
146,FUTSTK,HEROMOTOCO,25-Jul-2024,XX,5551.1,3883200,-58500
147,FUTSTK,AXISBANK,25-Jul-2024,XX,1295.65,42468750,350625
148,FUTSTK,VOLTAS,25-Jul-2024,XX,1514.85,8248200,-275400
149,FUTSTK,INDHOTEL,25-Jul-2024,XX,603.7,20897000,286000
150,FUTSTK,BATAINDIA,25-Jul-2024,XX,1535.8,3456375,-56250
151,FUTSTK,SUNTV,25-Jul-2024,XX,812.85,6619500,1180500
152,FUTSTK,ALKEM,25-Jul-2024,XX,5221.75,1364100,30300
153,FUTSTK,IDFC,25-Jul-2024,XX,116.67,103775000,-580000
154,FUTSTK,GLENMARK,25-Jul-2024,XX,1385.2,6148000,-1370975
155,FUTSTK,HINDUNILVR,25-Jul-2024,XX,2613.9,18025500,75300
156,FUTSTK,RBLBANK,25-Jul-2024,XX,245.1,55580000,-1860000
157,FUTSTK,HINDCOPPER,25-Jul-2024,XX,335.3,33978300,543250
158,FUTSTK,AMBUJACEM,25-Jul-2024,XX,680.2,32770800,-111600
159,FUTSTK,ONGC,25-Jul-2024,XX,305.3,86788625,2244550
160,FUTSTK,RECLTD,25-Jul-2024,XX,647.7,50204000,932000
161,FUTSTK,JUBLFOOD,25-Jul-2024,XX,575.45,19465000,-156250
162,FUTSTK,METROPOLIS,25-Jul-2024,XX,2065.2,1462000,-16400
163,FUTSTK,TECHM,25-Jul-2024,XX,1468.0,16870200,227400
164,FUTSTK,ABBOTINDIA,25-Jul-2024,XX,27450.9,154120,-980
165,FUTSTK,TORNTPHARM,25-Jul-2024,XX,2959.35,1202500,-28250
166,FUTSTK,INDUSINDBK,25-Jul-2024,XX,1435.85,28841000,-49500
167,FUTSTK,JKCEMENT,25-Jul-2024,XX,4353.95,659875,-3625
168,FUTSTK,BAJFINANCE,25-Jul-2024,XX,6977.05,9216125,168125
169,FUTSTK,TATASTEEL,25-Jul-2024,XX,169.55,229443500,-4218500
170,FUTSTK,EICHERMOT,25-Jul-2024,XX,4836.7,3119200,-34300
171,FUTSTK,ICICIBANK,25-Jul-2024,XX,1243.0,59653300,-763700
172,FUTSTK,GRASIM,25-Jul-2024,XX,2811.85,9856000,565750
173,FUTSTK,JSWSTEEL,25-Jul-2024,XX,926.6,17747100,374625
174,FUTSTK,BIOCON,25-Jul-2024,XX,356.15,48247500,250000
175,FUTSTK,MRF,25-Jul-2024,XX,130579.1,64705,-290
176,FUTSTK,BAJAJFINSV,25-Jul-2024,XX,1590.4,12594000,5500
177,FUTSTK,NAVINFLUOR,25-Jul-2024,XX,3656.9,1469650,-39550
178,FUTSTK,ACC,25-Jul-2024,XX,2669.55,4763700,87600
179,FUTIDX,NIFTY,25-Jul-2024,,24382.65,13634150,-433850
180,FUTSTK,GMRINFRA,25-Jul-2024,XX,99.13,216978750,-1237500
181,FUTSTK,CUMMINSIND,25-Jul-2024,XX,3983.6,4149000,28800
